As of Date,Facility PFI,Facility Name,DOH Region,Facility County,Facility Network,NY Forward Region,Total Staffed Acute Care Beds,Total Staffed Acute Care Beds Occupied,Total Staffed Acute Care Beds Available,Total Staffed ICU Beds,Total Staffed ICU Beds Currently Occupied,Total Staffed ICU Beds Currently Available
11/07/2025,000208,OISHEI CHILDREN'S HOSP. (0208),WESTERN REGIONAL OFFICE - BUFFALO,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,34,24,10,0,0,0
11/07/2025,000066,OLEAN GENERAL HOSPITAL (0066),WESTERN REGIONAL OFFICE - BUFFALO,CATTARAUGUS,KALEIDA HEALTH,WESTERN NEW YORK,107,68,39,10,6,4
11/07/2025,000397,ONEIDA HEALTH HOSPITAL (0397),CENTRAL NEW YORK REGIONAL OFFICE,MADISON,INDEPENDENT,CENTRAL NEW YORK,38,27,11,4,4,0
11/07/2025,000727,OSWEGO HOSPITAL (0727),CENTRAL NEW YORK REGIONAL OFFICE,OSWEGO,INDEPENDENT,CENTRAL NEW YORK,68,44,24,8,4,4
11/07/2025,000043,OUR LADY OF LOURDES MEMORIAL (0043),CENTRAL NEW YORK REGIONAL OFFICE,BROOME,THE GUTHRIE CLINIC,SOUTHERN TIER,191,103,88,9,6,2
11/07/2025,000938,PECONIC BAY MC (0938),METROPOLITAN AREA REGIONAL OFFICE - LONG ISLAND,SUFFOLK,NORTHWELL HEALTH,LONG ISLAND,196,91,105,20,14,6
11/07/2025,001129,PHELPS HOSPITAL (1129),METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,WESTCHESTER,NORTHWELL HEALTH,MID-HUDSON,180,133,47,12,9,3
11/07/2025,000552,PLAINVIEW HOSPITAL (0552),METROPOLITAN AREA REGIONAL OFFICE - LONG ISLAND,NASSAU,NORTHWELL HEALTH,LONG ISLAND,210,111,99,21,11,10
11/07/2025,000752,PUTNAM HOSPITAL (0752),METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,PUTNAM,NUVANCE HEALTH,MID-HUDSON,147,66,81,10,6,4
11/07/2025,001633,QUEENS HOSPITAL CENTER (1633),METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,QUEENS,NYC H+H,NEW YORK CITY,244,197,47,16,14,2
11/07/2025,001738,RICHMOND UNIVERSITY MC (1738),METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,RICHMOND,INDEPENDENT,NEW YORK CITY,316,199,117,33,22,11
11/07/2025,000377,RIVER HOSPITAL (0377),CENTRAL NEW YORK REGIONAL OFFICE,JEFFERSON,INDEPENDENT,NORTH COUNTRY,13,3,10,0,0,0
11/07/2025,000411,ROCHESTER GENERAL HOSPITAL (0411),WESTERN REGIONAL OFFICE - ROCHESTER,MONROE,ROCHESTER REGIONAL HEALTH,FINGER LAKES,543,484,59,48,44,4
11/07/2025,000589,ROME MEMORIAL HOSPITAL (0589),CENTRAL NEW YORK REGIONAL OFFICE,ONEIDA,ST. JOSEPH'S HOSPITAL,MOHAWK VALLEY,104,53,51,10,8,2
11/07/2025,000216,ROSWELL PARK CANCER INSTITUTE (0216),WESTERN REGIONAL OFFICE - BUFFALO,ERIE,INDEPENDENT,WESTERN NEW YORK,153,135,18,14,8,6
11/07/2025,000756,SAMARITAN HOSPITAL (0756),CAPITAL DISTRICT REGIONAL OFFICE,RENSSELAER,ST. PETER'S HEALTH,CAPITAL REGION,171,75,96,30,4,26
11/07/2025,000367,SAMARITAN MC (0367),CENTRAL NEW YORK REGIONAL OFFICE,JEFFERSON,INDEPENDENT,NORTH COUNTRY,159,94,65,10,5,5
11/07/2025,000004,SAMARITAN: ALBANY MEMORIAL (0004),CAPITAL DISTRICT REGIONAL OFFICE,ALBANY,ST. PETER'S HEALTH,CAPITAL REGION,0,0,0,0,0,0
11/07/2025,000755,SAMARITAN: ST. MARY'S HOSPITAL (0755),CAPITAL DISTRICT REGIONAL OFFICE,RENSSELAER,ST. PETER'S HEALTH,CAPITAL REGION,19,12,7,0,0,0
11/07/2025,000818,SARATOGA HOSPITAL (0818),CAPITAL DISTRICT REGIONAL OFFICE,SARATOGA,ALBANY MEDICAL CENTER,CAPITAL REGION,184,150,34,19,16,3
11/07/2025,001176,SBH HEALTH SYSTEM (1176),METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,BRONX,SBH HEALTH,NEW YORK CITY,313,244,69,16,12,4
11/07/2025,000858,SCHUYLER HOSPITAL (0858),WESTERN REGIONAL OFFICE - ROCHESTER,SCHUYLER,CAYUGA HEALTH,SOUTHERN TIER,8,8,0,0,0,0
11/07/2025,000218,SISTERS OF CHARITY HOSPITAL (0218),WESTERN REGIONAL OFFICE - BUFFALO,ERIE,CATHOLIC HEALTH BUFFALO,WESTERN NEW YORK,187,136,51,16,6,10
11/07/2025,000292,SISTERS OF CHARITY: ST. JOSEPH (0292),WESTERN REGIONAL OFFICE - BUFFALO,ERIE,CATHOLIC HEALTH BUFFALO,WESTERN NEW YORK,83,37,46,0,0,0
11/07/2025,001124,SJRH: DOBBS FERRY PAVILION (1124),METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,WESTCHESTER,ST. JOHN'S RIVERSIDE,MID-HUDSON,20,3,17,0,0,0
11/07/2025,001099,SJRH: PARK CARE PAVILION (1099),METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,WESTCHESTER,RIVERSIDE HEALTH CARE,MID-HUDSON,148,120,28,0,0,0
11/07/2025,001097,SJRH: ST. JOHN'S DIVISION (1097),METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,WESTCHESTER,RIVERSIDE HEALTH CARE,MID-HUDSON,199,95,104,12,5,7
11/07/2025,001158,SOLDIERS AND SAILORS MEM HOSPITAL (1158),WESTERN REGIONAL OFFICE - ROCHESTER,YATES,FINGER LAKES HEALTH,FINGER LAKES,14,10,4,0,0,0
11/07/2025,009691,SOUTH NASSAU COMMUNITY: FSED (9691),METROPOLITAN AREA REGIONAL OFFICE - LONG ISLAND,NASSAU,MOUNT SINAI HEALTH SYSTEM,LONG ISLAND,0,0,0,0,0,0
11/07/2025,000924,SOUTH SHORE UNIVERSITY HOSPITAL (0924),METROPOLITAN AREA REGIONAL OFFICE - LONG ISLAND,SUFFOLK,NORTHWELL HEALTH,LONG ISLAND,363,345,18,44,39,5
11/07/2025,000704,ST. ANTHONY COMMUNITY HOSPITAL (0704),METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,ORANGE,WMC HEALTH,MID-HUDSON,68,25,43,14,2,12
11/07/2025,000943,ST. CATHERINE OF SIENA HOSPITAL (0943),METROPOLITAN AREA REGIONAL OFFICE - LONG ISLAND,SUFFOLK,"CATHOLIC HEALTH, LI",LONG ISLAND,215,139,76,23,10,13
11/07/2025,000896,ST. CHARLES HOSPITAL (0896),METROPOLITAN AREA REGIONAL OFFICE - LONG ISLAND,SUFFOLK,"CATHOLIC HEALTH, LI",LONG ISLAND,225,163,62,16,13,3
11/07/2025,000563,ST. FRANCIS HOSPITAL (0563),METROPOLITAN AREA REGIONAL OFFICE - LONG ISLAND,NASSAU,"CATHOLIC HEALTH, LI",LONG ISLAND,294,267,27,59,53,6
11/07/2025,000870,ST. JAMES HOSPITAL (0870),WESTERN REGIONAL OFFICE - ROCHESTER,STEUBEN,UNIVERSITY OF ROCHESTER,SOUTHERN TIER,13,13,0,0,0,0
11/07/2025,001635,ST. JOHN'S EPISCOPAL: SOUTH SHORE (1635),METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,QUEENS,INDEPENDENT,NEW YORK CITY,219,141,78,16,16,0
11/07/2025,000551,ST. JOSEPH HOSPITAL (0551),METROPOLITAN AREA REGIONAL OFFICE - LONG ISLAND,NASSAU,"CATHOLIC HEALTH, LI",LONG ISLAND,108,81,27,12,9,3
11/07/2025,000118,ST. JOSEPH'S HOSPITAL (0118),WESTERN REGIONAL OFFICE - ROCHESTER,CHEMUNG,ARNOT HEALTH,SOUTHERN TIER,46,26,20,0,0,0
11/07/2025,000630,ST. JOSEPH'S HOSPITAL HEALTH CTR. (0630),CENTRAL NEW YORK REGIONAL OFFICE,ONONDAGA,TRINITY HEALTH,CENTRAL NEW YORK,575,278,297,44,36,8
11/07/2025,001098,ST. JOSEPH'S MC (1098),METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,WESTCHESTER,ST. JOSEPH'S MC,MID-HUDSON,97,102,-5,6,6,0
11/07/2025,001133,ST. JOSEPH'S MC: ST. VINCENT'S (1133),METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,WESTCHESTER,ST. JOSEPH'S MC,MID-HUDSON,126,85,41,0,0,0
11/07/2025,000694,ST. LUKE'S CORNWALL: NEWBURGH (0694),METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,ORANGE,MONTEFIORE HEALTH SYSTEM,MID-HUDSON,189,121,68,18,6,12
11/07/2025,000484,ST. MARY'S HEALTHCARE (0484),CAPITAL DISTRICT REGIONAL OFFICE,MONTGOMERY,ST. MARY'S HEALTHCARE,MOHAWK VALLEY,177,48,129,7,4,3
11/07/2025,000482,ST. MARY'S: AMSTERDAM MEMORIAL (0482),CAPITAL DISTRICT REGIONAL OFFICE,MONTGOMERY,ST. MARY'S HEALTHCARE,MOHAWK VALLEY,37,19,18,0,0,0
11/07/2025,009431,ST. PETER'S ADDICTION RECOVERY (9431),CAPITAL DISTRICT REGIONAL OFFICE,ALBANY,ST. PETER'S HEALTH,CAPITAL REGION,40,17,23,0,0,0
11/07/2025,000005,ST. PETER'S HOSPITAL (0005),CAPITAL DISTRICT REGIONAL OFFICE,ALBANY,ST. PETER'S HEALTH,CAPITAL REGION,386,268,118,44,16,28
11/07/2025,001740,STATEN ISLAND UNIVERSITY: NORTH (1740),METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,RICHMOND,NORTHWELL HEALTH,NEW YORK CITY,489,401,88,71,67,4
11/07/2025,001737,STATEN ISLAND UNIVERSITY: SOUTH (1737),METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,RICHMOND,NORTHWELL HEALTH,NEW YORK CITY,130,110,20,16,12,4
11/07/2025,000891,STONY BROOK: EASTERN LONG ISLAND (0891),METROPOLITAN AREA REGIONAL OFFICE - LONG ISLAND,SUFFOLK,STONY BROOK MEDICINE,LONG ISLAND,80,45,35,4,0,4
11/07/2025,000889,STONY BROOK: SOUTHAMPTON HOSPITAL (0889),METROPOLITAN AREA REGIONAL OFFICE - LONG ISLAND,SUFFOLK,STONY BROOK MEDICINE,LONG ISLAND,92,66,26,11,7,4
11/07/2025,000245,STONY BROOK: UNIVERSITY HOSPITAL (0245),METROPOLITAN AREA REGIONAL OFFICE - LONG ISLAND,SUFFOLK,STONY BROOK MEDICINE,LONG ISLAND,623,491,132,75,40,35
11/07/2025,000413,STRONG MEMORIAL HOSPITAL (0413),WESTERN REGIONAL OFFICE - ROCHESTER,MONROE,UNIVERSITY OF ROCHESTER,FINGER LAKES,713,633,80,100,93,7
11/07/2025,000831,SUNNYVIEW HOSPITAL AND REHAB CTR. (0831),CAPITAL DISTRICT REGIONAL OFFICE,SCHENECTADY,ST. PETER'S HEALTH,CAPITAL REGION,115,81,34,0,0,0
11/07/2025,000550,SYOSSET HOSPITAL (0550),METROPOLITAN AREA REGIONAL OFFICE - LONG ISLAND,NASSAU,NORTHWELL HEALTH,LONG ISLAND,54,26,28,6,4,2
11/07/2025,000042,UHS: BINGHAMTON GENERAL HOSPITAL (0042),CENTRAL NEW YORK REGIONAL OFFICE,BROOME,UNITED HEALTH SERVICES,SOUTHERN TIER,117,80,37,4,4,0
11/07/2025,000058,UHS: WILSON MEDICAL CENTER (0058),CENTRAL NEW YORK REGIONAL OFFICE,BROOME,UNITED HEALTH SERVICES,SOUTHERN TIER,310,242,68,30,30,0
11/07/2025,000340,UNITED MEMORIAL MC: BANK ST. (0340),WESTERN REGIONAL OFFICE - BUFFALO,GENESEE,ROCHESTER REGIONAL HEALTH,FINGER LAKES,22,19,3,0,0,0
11/07/2025,000339,UNITED MEMORIAL MC: NORTH ST. (0339),WESTERN REGIONAL OFFICE - BUFFALO,GENESEE,ROCHESTER REGIONAL HEALTH,FINGER LAKES,93,55,38,10,4,6
11/07/2025,000471,UNITY HOSPITAL: ROCHESTER (0471),WESTERN REGIONAL OFFICE - ROCHESTER,MONROE,ROCHESTER REGIONAL HEALTH,FINGER LAKES,309,280,29,15,15,0
11/07/2025,000412,UNITY SPECIALTY HOSPITAL (0412),WESTERN REGIONAL OFFICE - ROCHESTER,MONROE,ROCHESTER REGIONAL HEALTH,FINGER LAKES,20,14,6,0,0,0
11/07/2025,001320,UNIVERSITY: SUNY DOWNSTATE (1320),METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,KINGS,SUNY UPSTATE,NEW YORK CITY,223,163,60,26,13,13
11/07/2025,000103,UPMC: CHAUTAUQUA AT WCA (0103),WESTERN REGIONAL OFFICE - BUFFALO,CHAUTAUQUA,UPMC,WESTERN NEW YORK,114,67,47,11,5,6
11/07/2025,000628,UPSTATE: COMMUNITY HOSPITAL (0628),CENTRAL NEW YORK REGIONAL OFFICE,ONONDAGA,SUNY UPSTATE,CENTRAL NEW YORK,174,146,28,14,11,3
11/07/2025,000635,UPSTATE: UNIVERSITY HOSPITAL (0635),CENTRAL NEW YORK REGIONAL OFFICE,ONONDAGA,SUNY UPSTATE,CENTRAL NEW YORK,374,345,29,92,86,6
11/07/2025,009531,URMC: STRONG WEST (9531),WESTERN REGIONAL OFFICE - ROCHESTER,MONROE,UNIVERSITY OF ROCHESTER,FINGER LAKES,0,0,0,0,0,0
11/07/2025,000325,UVM: ALICE HYDE MEDICAL CENTER (0325),CAPITAL DISTRICT REGIONAL OFFICE,FRANKLIN,UNIVERSITY OF VERMONT,NORTH COUNTRY,39,22,17,0,0,0
11/07/2025,000135,UVM: CHAMPLAIN VALLEY (0135),CAPITAL DISTRICT REGIONAL OFFICE,CLINTON,UNIVERSITY OF VERMONT,NORTH COUNTRY,242,140,102,36,11,25
11/07/2025,000303,UVM: ELIZABETHTOWN COMMUNITY (0303),CAPITAL DISTRICT REGIONAL OFFICE,ESSEX,UNIVERSITY OF VERMONT,NORTH COUNTRY,25,21,4,0,0,0
11/07/2025,000309,UVM: TICONDEROGA MEDICAL VILLAGE (0309),CAPITAL DISTRICT REGIONAL OFFICE,ESSEX,UNIVERSITY OF VERMONT,NORTH COUNTRY,0,0,0,0,0,0
11/07/2025,000181,VASSAR BROTHERS MC (0181),METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,DUTCHESS,NUVANCE HEALTH,MID-HUDSON,390,279,111,30,28,2
11/07/2025,001139,WESTCHESTER MC (1139),METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,WESTCHESTER,WMC HEALTH,MID-HUDSON,532,476,56,155,149,6
11/07/2025,000111,WESTFIELD MEMORIAL HOSPITAL (0111),WESTERN REGIONAL OFFICE - BUFFALO,CHAUTAUQUA,ALLEGHENY HEALTH,WESTERN NEW YORK,4,0,4,0,0,0
11/07/2025,001045,WHITE PLAINS HOSPITAL CENTER (1045),METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,WESTCHESTER,MONTEFIORE HEALTH SYSTEM,MID-HUDSON,340,297,43,22,19,3
11/07/2025,001046,WINIFRED MASTERSON BURKE REHAB (1046),METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,WESTCHESTER,MONTEFIORE HEALTH SYSTEM,MID-HUDSON,149,126,23,0,0,0
11/07/2025,001692,WOODHULL MEDICAL & MENTAL HEALTH (1692),METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,KINGS,NYC H+H,NEW YORK CITY,245,200,45,21,7,14
11/07/2025,001318,WYCKOFF HEIGHTS MC (1318),METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,KINGS,INDEPENDENT,NEW YORK CITY,168,122,46,16,13,3
11/07/2025,015478,WYNN HOSPITAL,CENTRAL NEW YORK REGIONAL OFFICE,ONEIDA,MVHS,MOHAWK VALLEY,370,297,73,45,40,5
11/07/2025,001153,WYOMING COUNTY COMMUNITY HOSPITAL (1153),WESTERN REGIONAL OFFICE - BUFFALO,WYOMING,INDEPENDENT,FINGER LAKES,62,19,43,9,1,8
11/06/2025,000739,A.O. FOX MEMORIAL HOSPITAL,CAPITAL DISTRICT REGIONAL OFFICE,OTSEGO,BASSETT HEALTHCARE,MOHAWK VALLEY,67,25,42,0,0,0
11/06/2025,008554,A.O. FOX MEMORIAL TRI-TOWN,CAPITAL DISTRICT REGIONAL OFFICE,DELAWARE,BASSETT HEALTHCARE,SOUTHERN TIER,0,0,0,0,0,0
11/06/2025,000001,ALBANY MEDICAL CENTER HOSPITAL,CAPITAL DISTRICT REGIONAL OFFICE,ALBANY,ALBANY MEDICAL CENTER,CAPITAL REGION,673,573,100,84,79,5
11/06/2025,000002,ALBANY MEDICAL CENTER SOUTH CAMPUS,CAPITAL DISTRICT REGIONAL OFFICE,ALBANY,ALBANY MEDICAL CENTER,CAPITAL REGION,0,0,0,0,0,0
11/06/2025,000116,ARNOT OGDEN MEDICAL CENTER,WESTERN REGIONAL OFFICE - ROCHESTER,CHEMUNG,ARNOT HEALTH,SOUTHERN TIER,194,97,97,28,11,17
11/06/2025,000085,AUBURN COMMUNITY HOSPITAL,CENTRAL NEW YORK REGIONAL OFFICE,CAYUGA,INDEPENDENT,CENTRAL NEW YORK,115,62,53,10,5,5
11/06/2025,001438,BELLEVUE HOSPITAL CENTER,METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,NEW YORK,NYC H+H,NEW YORK CITY,745,685,60,71,56,15
11/06/2025,000280,BERTRAND CHAFFEE HOSPITAL,WESTERN REGIONAL OFFICE - BUFFALO,ERIE,INDEPENDENT,WESTERN NEW YORK,15,10,5,0,0,0
11/06/2025,001138,BLYTHEDALE CHILDREN'S HOSPITAL,METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,WESTCHESTER,INDEPENDENT,MID-HUDSON,0,0,0,0,0,0
11/06/2025,000708,BON SECOURS COMMUNITY HOSPITAL,METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,ORANGE,WMC HEALTH,MID-HUDSON,102,57,45,8,4,4
11/06/2025,001164,BRONXCARE HOSPITAL CENTER,METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,BRONX,INDEPENDENT,NEW YORK CITY,143,78,65,0,0,0
11/06/2025,001178,BRONXCARE HOSPITAL CENTER (1178),METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,BRONX,INDEPENDENT,NEW YORK CITY,479,298,181,37,31,6
11/06/2025,001286,BROOKDALE HOSPITAL MEDICAL CENTER,METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,KINGS,ONE BROOKLYN HEALTH,NEW YORK CITY,343,302,41,33,33,0
11/06/2025,001288,BROOKLYN CENTER DOWNTOWN,METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,KINGS,INDEPENDENT,NEW YORK CITY,198,149,49,18,11,7
11/06/2025,000098,BROOKS TLC HOSPITAL,WESTERN REGIONAL OFFICE - BUFFALO,CHAUTAUQUA,INDEPENDENT,WESTERN NEW YORK,23,18,5,3,3,0
11/06/2025,000207,BUFFALO GENERAL MEDICAL CENTER,WESTERN REGIONAL OFFICE - BUFFALO,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,500,417,83,82,77,5
11/06/2025,010223,CALVARY HOSPITAL,METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,KINGS,INDEPENDENT,NEW YORK CITY,25,22,3,0,0,0
11/06/2025,001175,CALVARY HOSPITAL (1175),METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,BRONX,INDEPENDENT,NEW YORK CITY,199,190,9,0,0,0
11/06/2025,000815,CANTON POTSDAM HOSPITAL,CENTRAL NEW YORK REGIONAL OFFICE,ST. LAWRENCE,ST. LAWRENCE HEALTH,NORTH COUNTRY,95,78,17,6,5,1
11/06/2025,000379,CARTHAGE AREA HOSPITAL,CENTRAL NEW YORK REGIONAL OFFICE,JEFFERSON,INDEPENDENT,NORTH COUNTRY,25,9,16,4,0,4
11/06/2025,000977,CAYUGA MEDICAL CENTER ITHACA,CENTRAL NEW YORK REGIONAL OFFICE,TOMPKINS,CAYUGA HEALTH,SOUTHERN TIER,150,80,70,16,6,10
11/06/2025,000128,CHENANGO MEMORIAL HOSPITAL,CENTRAL NEW YORK REGIONAL OFFICE,CHENANGO,UNITED HEALTH SERVICES,SOUTHERN TIER,27,17,10,2,2,0
11/06/2025,000798,CLAXTON HEPBURN MEDICAL CENTER,CENTRAL NEW YORK REGIONAL OFFICE,ST. LAWRENCE,NORTH STAR HEALTH,NORTH COUNTRY,25,23,2,6,5,1
11/06/2025,000817,CLIFTON FINE HOSPITAL,CENTRAL NEW YORK REGIONAL OFFICE,ST. LAWRENCE,INDEPENDENT,NORTH COUNTRY,0,0,0,0,0,0
11/06/2025,000676,CLIFTON SPRINGS HOSPITAL & CLINIC,WESTERN REGIONAL OFFICE - ROCHESTER,ONTARIO,ROCHESTER REGIONAL HEALTH,FINGER LAKES,90,76,14,6,5,1
11/06/2025,010216,COBLESKILL REGIONAL HOSPITAL,CAPITAL DISTRICT REGIONAL OFFICE,SCHOHARIE,BASSETT HEALTHCARE,MOHAWK VALLEY,35,15,20,0,0,0
11/06/2025,000146,COLUMBIA MEMORIAL HOSPITAL,CAPITAL DISTRICT REGIONAL OFFICE,COLUMBIA,ALBANY MEDICAL CENTER,CAPITAL REGION,103,74,29,6,3,3
11/06/2025,000401,COMMUNITY MEMORIAL HOSPITAL,CENTRAL NEW YORK REGIONAL OFFICE,MADISON,INDEPENDENT,CENTRAL NEW YORK,25,24,1,0,0,0
11/06/2025,001294,CONEY ISLAND HOSPITAL,METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,KINGS,NYC H+H,NEW YORK CITY,376,356,20,38,28,10
11/06/2025,000866,CORNING HOSPITAL,WESTERN REGIONAL OFFICE - ROCHESTER,STEUBEN,THE GUTHRIE CLINIC,SOUTHERN TIER,60,56,4,7,5,2
11/06/2025,000959,CROUSE COMMONWEALTH DIVISION,CENTRAL NEW YORK REGIONAL OFFICE,ONONDAGA,CROUSE HEALTH,CENTRAL NEW YORK,30,25,5,0,0,0
11/06/2025,000636,CROUSE HOSPITAL,CENTRAL NEW YORK REGIONAL OFFICE,ONONDAGA,CROUSE HEALTH,CENTRAL NEW YORK,320,288,32,24,19,6
11/06/2025,000037,CUBA MEMORIAL HOSPITAL,WESTERN REGIONAL OFFICE - BUFFALO,ALLEGANY,INDEPENDENT,WESTERN NEW YORK,5,6,-1,0,0,0
11/06/2025,010355,DAVID H. KOCH CANCER CENTER,METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,NEW YORK,MEMORIAL SLOAN KETTERING,NEW YORK CITY,12,10,2,0,0,0
11/06/2025,000581,DEGRAFF MEMORIAL HOSPITAL,WESTERN REGIONAL OFFICE - BUFFALO,NIAGARA,KALEIDA HEALTH,WESTERN NEW YORK,0,0,0,0,0,0
11/06/2025,000174,DELAWARE VALLEY HOSPITAL,CAPITAL DISTRICT REGIONAL OFFICE,DELAWARE,UNITED HEALTH SERVICES,SOUTHERN TIER,21,15,6,0,0,0
11/06/2025,001002,ELLENVILLE REGIONAL HOSPITAL,METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,ULSTER,INDEPENDENT,MID-HUDSON,25,19,6,0,0,0
11/06/2025,000829,ELLIS HOSPITAL,CAPITAL DISTRICT REGIONAL OFFICE,SCHENECTADY,ELLIS MEDICINE,CAPITAL REGION,364,229,135,62,23,39
11/06/2025,000848,ELLIS HOSPITAL BELLEVUE WOMAN'S,CAPITAL DISTRICT REGIONAL OFFICE,SCHENECTADY,ELLIS MEDICINE,CAPITAL REGION,70,19,51,0,0,0
11/06/2025,001626,ELMHURST HOSPITAL CENTER,METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,QUEENS,NYC H+H,NEW YORK CITY,449,401,48,29,27,2
11/06/2025,000210,ERIE COUNTY MEDICAL CENTER,WESTERN REGIONAL OFFICE - BUFFALO,ERIE,INDEPENDENT,WESTERN NEW YORK,510,443,67,40,31,9
11/06/2025,000678,F.F. THOMPSON HOSPITAL,WESTERN REGIONAL OFFICE - ROCHESTER,ONTARIO,UNIVERSITY OF ROCHESTER,FINGER LAKES,104,81,23,11,8,3
11/06/2025,001628,FLUSHING HOSPITAL MEDICAL CENTER,METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,QUEENS,MEDISYS HEALTH NETWORK,NEW YORK CITY,182,132,50,22,12,10
11/06/2025,000699,GARNET HEALTH MEDICAL CENTER,METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,ORANGE,GARNET HEALTH,MID-HUDSON,421,320,101,40,17,23
11/06/2025,000971,GARNET HEALTH MEDICAL CENTER CATSKILLS,METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,SULLIVAN,GARNET HEALTH,MID-HUDSON,85,38,47,11,2,9
11/06/2025,000968,GARNET HEALTH MEDICAL CENTER HERMANN,METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,SULLIVAN,GARNET HEALTH,MID-HUDSON,15,5,10,0,0,0
11/06/2025,000671,GENEVA GENERAL HOSPITAL,WESTERN REGIONAL OFFICE - ROCHESTER,ONTARIO,FINGER LAKES HEALTH,FINGER LAKES,43,41,2,6,6,0
11/06/2025,000490,GLEN COVE HOSPITAL,METROPOLITAN AREA REGIONAL OFFICE - LONG ISLAND,NASSAU,NORTHWELL HEALTH,LONG ISLAND,186,117,69,15,4,11
11/06/2025,001005,GLENS FALLS HOSPITAL,CAPITAL DISTRICT REGIONAL OFFICE,WARREN,INDEPENDENT,CAPITAL REGION,205,154,51,16,7,9
11/06/2025,000925,GOOD SAMARITAN MEDICAL CENTER,METROPOLITAN AREA REGIONAL OFFICE - LONG ISLAND,SUFFOLK,"CATHOLIC HEALTH, LI",LONG ISLAND,355,312,43,51,45,6
11/06/2025,000779,GOOD SAMARITAN SUFFERN,METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,ROCKLAND,WMC HEALTH,MID-HUDSON,290,188,102,49,38,11
11/06/2025,000812,GOUVERNEUR HOSPITAL,CENTRAL NEW YORK REGIONAL OFFICE,ST. LAWRENCE,ST. LAWRENCE HEALTH,NORTH COUNTRY,25,9,16,0,0,0
11/06/2025,000158,GUTHRIE CORTLAND MEDICAL CENTER,CENTRAL NEW YORK REGIONAL OFFICE,CORTLAND,THE GUTHRIE CLINIC,CENTRAL NEW YORK,79,58,21,9,5,4
11/06/2025,001445,HARLEM HOSPITAL CENTER,METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,NEW YORK,NYC H+H,NEW YORK CITY,208,172,36,0,0,0
11/06/2025,000989,HEALTHALLIANCE MARY'S AVE,METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,ULSTER,WMC HEALTH,MID-HUDSON,318,81,237,86,7,79
11/06/2025,000775,HELEN HAYES HOSPITAL,METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,ROCKLAND,INDEPENDENT,MID-HUDSON,72,45,27,0,0,0
11/06/2025,001486,HENRY J. CARTER SPECIALTY HOSPITAL,METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,NEW YORK,NYC H+H,NEW YORK CITY,201,128,73,0,0,0
11/06/2025,000409,HIGHLAND HOSPITAL,WESTERN REGIONAL OFFICE - ROCHESTER,MONROE,UNIVERSITY OF ROCHESTER,FINGER LAKES,310,294,16,13,10,3
